"","ServiceStationName","Address"
"49014","Westside Finley","16 - 20 Murray Street, Finley NSW 2713"
"49036","BP Kyogle","13-15 Summerland Way, Kyogle NSW 2474"
"49105","Reflections Holiday Parks","2891 Reg Hailstone Way, Wyangala NSW 2808"
"49113","BP Coleambally","12 Kingfisher Ave, COLEAMBALLY NSW 2707"
"49204","Reflections Holiday Parks","Reflections Holiday Parks Fashions Mount Road, MUMBIL NSW 2820"
"49305","Glen Artney Truck Repairs","55-67 Armstrong St, WESTDALE NSW 2340"
"49753","Shell Peak Hill","112-118 Caswell St, PEAK HILL NSW 2869"
"49808","Caltex Dungog","102 Hooke St, Dungog NSW 2420"
"50035","TASCO Wagga Hammond Ave","151 Hammond Ave, Wagga Wagga NSW 2650"
"50113","TASCO Wagga Fernleigh Rd","131 Fernleigh Road, Wagga Wagga NSW 2650"
"50248","7-Eleven Lithgow","1131 Great Western Hwy, LITHGOW NSW 2790"
"50373","TASCO Wagga Edwards St","Edwards St, Wagga Wagga NSW 2650"
"50661","Erowal Bay General Store","42 Naval Pde, EROWAL BAY NSW 2540"
"50925","Shell Sandy Hollow","1612 Golden Highway, SANDY HOLLOW NSW 2333"
"50983","BP Coutts Crossing","9 Armidale Road, Coutts Crossing NSW 2460"
"51916","Independent Gulgong","22 Station St, Gulgong NSW 2852"
"52401","Lowes Moree","65 Greenbah Road, Moree NSW 2400"
"52481","Reflections Holiday Parks","State Recreation Area, 2373 Burrinjuck Road, BOOKHAM NSW 2582"
"52911","METRO PETROLEUM ST MARYS","516-526 GREAT WESTERN HWY, ST MARYS NSW 2760"
"52981","Caltex Eden","159 IMLAY ST, EDEN NSW 2551"
"53010","Tinonee General Store","53 Beecher Street, TINONEE NSW 2430"
"53030","BP Yamba - The Bait Place","11 Yamba Road, Yamba NSW 2464"
"53049","Caltex Merimbula","19-25 MERIMBULA DR, MERIMBULA NSW 2548"
"53624","Coles Express Lansvale West","240 Hume Highway, LANSVALE NSW 2166"
"54308","Independent Wyndham","18/19 Monaro Street, Wyndham NSW 2550"
"55325","Shell Big Pineapple West Ballina","482 River Street, West Ballina NSW 2478"
"55424","Coolahs Top Service Station","1a Binnia St, COOLAH NSW 2843"
"55616","Lowes Inverell","208 Byron Street, Inverell NSW 2360"
"56122","Attunga General Store","5 Manilla Rd, ATTUNGA NSW 2345"
"56361","Transwest Fuels Nemingha","1019 New England Hwy, Nemingha NSW 2340"
"56537","Metro Fairfield 82","82 HAMILTON RD, FAIRFIELD NSW 2165"
"56573","Caltex Yamba","22 Treelands Dr, YAMBA NSW 2464"
"56576","Caltex Armidale","142 Marsh St, ARMIDALE NSW 2350"
"56709","Caltex Inverell Roadhouse","Roadhouse 143-149 Warialda Rd, INVERELL NSW 2360"
"56794","Caltex Forster","16-18 Lake St, FORSTER NSW 2428"
"56865","Caltex Dunoon","111 James Street, Dunoon NSW 2480"
"57383","Coles Express Bomaderry","271 Princes Hwy, BOMADERRY NSW 2541"
"57573","Access Fuels Ebor","1 Ebor St, EBOR NSW 2453"
"57582","Midtown Lithgow","325 Main St, LITHGOW NSW 2790"
"57654","Uncle Leo's","Lot 1A, Campbelltown, Glenfield NSW 2167"
"57992","Independent Molong","2 Gidley St, Molong NSW 2866"
"58316","Liberty Casino","84 Centre Street, Casino NSW 2470"
"58329","Liberty Casino","58-60 Hare Street, Casino NSW 2470"
"58385","Caltex Woy Woy","66 Memorial Ave, BLACKWALL NSW 2256"
"58558","Summers IGA","5 Denman Ave, KOOTINGAL NSW 2352"
"58663","Caltex Coogee","146-148 COOGEE BAY RD, COOGEE NSW 2034"
"58700","Independent Beresfield","199 Anderson Drive, Beresfield NSW 2322"
"59613","Independent Port Macquarie","141 Pacific Drive,, Port Macquarie NSW 2444"
"59860","Independent Walla Walla","63 Commercial St, Walla Walla NSW 2659"
"59921","Metro Petroleum Epping","30 BRIDGE ST, EPPING NSW 2121"
"60225","Independent Tintenbar","6 George Sreet, Tintenbar NSW 2478"
"60271","Caltex Dunedoo","20 Bolaro Street, Dunedoo NSW 2844"
"60431","Caltex Bowral","202 Bong Bong Street, Bowral NSW 2576"
"60740","Shell Wellington","16 Mitchell Hwy, Wellington NSW 2820"
"60822","Bates General Store","2 Bate Street, CENTRAL TILBA NSW 2546"
"60995","Mobil Mittagong","224 Old Hume Highway, Mittagong NSW 2575"
"61509","Lowes Armidale","84 Marsh Street, Armidale NSW 2350"
"61526","JONES PANELBEATING","72 Bolaro St, DUNEDOO NSW 2844"
"61643","Independent Canley Heights","190 Canley Vale Rd, Canley Heights NSW 2166"
"61811","Caltex Uranquinty","28 Morgan St, Uranquinty NSW 2652"
"61914","Independent Gunnedah","3 Railway Ave, Gunnedah NSW 2380"
"62021","Independent Lightning Ridge","21 Opal St, Lightning Ridge NSW 2834"
"62146","Independent Oberon","187, Oberon Street, Oberon NSW 2787"
"62231","Metro Petroleum Keiraville","270 GIPPS RD, KEIRAVILLE NSW 2500"
"62550","Independent Broken Hill","1 Blende St, Broken Hill NSW 2880"
"62677","Independent West Wyalong","220 Main Street, West Wyalong NSW 2671"
"62858","Independent Darlington Point","22 Carrington Street, Darlington Point NSW 2706"
"63078","MOBIL BOOROWA","63-65 Marsden Street, BOOROWA NSW 2586"
"63580","BP Wauchope","210 High Street, WAUCHOPE NSW 2446"
"63937","Mobil Bellingen","24-26 Hyde Street, Bellingen NSW 2454"
"64565","Independent Geurie","61 Buckenbah Street, Geurie NSW 2818"
"65430","Harrington Service Station","85 Beach St, HARRINGTON NSW 2427"
"65832","Independent Stratford","31 Bridge Street, Stratford NSW 2429"
"65881","Puma Energy Maclean","Cnr Jubilee Street & Ironbark Drive, Maclean NSW 2463"
"65921","MOBIL MOSS VALE","225 Argyle St, MOSS VALE NSW 2577"
"66090","Shell Forbes","34 Sherriff Street, Forbes NSW 2871"
"66451","Lowes Coleambally","Calrose Avenue, Coleambally NSW 2707"
"66875","Independent Lyndhurst","6518 Mid Western Hwy, Lyndhurst NSW 2797"
"66901","Nicholson Petroleum","11 Lower Rankin St, FORBES NSW 2871"
"67233","Lowes Gunnedah","14 Abbott Street, Gunnedah NSW 2380"
"67478","Independent Mullumbimby","1670 Coolamon Scenic Rd, Mullumbimby NSW 2482"
"67537","Independent Bendemeer","19 Havannah Street, Bendemeer NSW 2355"
"68585","Quaama General Store","COBARGO ST, QUAAMA NSW 2550"
"68800","South West Fuel Cootamundra","56 Yass Rd, COOTAMUNDRA NSW 2590"
"68804","South West Fuel - Murrumburrah","294 Albury St, Murrumburrah NSW 2586"
"69357","Mobil Gunnedah","277 Conadilly St, GUNNEDAH NSW 2380"
"69403","Metro Petroleum Faulconbridge","690A GREAT WESTERN HWY, FAULCONBRIDGE NSW 2776"
"69586","BP Termeil","1600 Princes Hwy, TERMEIL NSW 2539"
"69773","Independent Bungendore","44 Malbon Street, Bungendore NSW 2621"
"69882","BP Port Macquarie","Cnr Pacific & Oxley Highways, PORT MACQUARIE NSW 2444"
"69885","BP Port Macquarie","100 Ocean Drive, Port Macquarie NSW 2444"
"69906","Caltex Woolworths Lisarow","900 Pacific Highway, LISAROW NSW 2250"
"71838","Lowes Coolah","72 Cunningham Street, Coolah NSW 2843"
"73220","SPEEDWAY AUSTRAL","394 FIFTEENTH AV, AUSTRAL NSW 2179"
"74683","Caltex Kemps Creek","1163-1167 MAMRE RD, KEMPS CREEK NSW 2178"
"75622","Liberty Narromine","49 BURRAWAY ST, NARROMINE NSW 2821"
"76536","Liberty Henty","21 Railway Pde, HENTY NSW 2658"
"76570","Oasis Tuncurry","186 The Lakes Way, TUNCURRY NSW 2428"
"77220","Oilsplus Daroobalgie","Lot 127 Daroobalgie, Daroobalgie NSW 2870"
"77299","Lowes Cooma","2 Sharp Street, Cooma NSW 2630"
"78158","Independent Yamba","7 Wooli Street, Yamba NSW 2464"
"80091","Westside Petroleum Bundanoon","61 Railway Avenue, BUNDANOON NSW 2578"
"80230","Blue Dolphin Service Station Yamba","31-65 Yamba Road, Yamba NSW 2464"
"81300","Independent Cargo","1 Forbes Street, Cargo NSW 2800"
"81414","Caltex Denham Court","194 CAMPBELLTOWN RD, DENHAM COURT NSW 2565"
"82783","Hastings Co-op","188 High Street, Wauchope NSW 2446"
"82786","Hastings Co-op","4 High Street, Wauchope NSW 2446"
"83455","Caltex Uki","1466 Kyogle Rd, Uki NSW 2484"
"84431","B & E Doherty P/L Independent Wauchope","57 High Street, Wauchope NSW 2446"
"84451","Shell Yamba","189 Yamba Road, YAMBA NSW 2464"
"84717","Independent Lake Cargelligo","108 Canada St, Lake Cargelligo NSW 2672"
"84876","Enhance Oberon","84 Oberon St, OBERON NSW 2787"
"85295","Lawrence General & Liquor Store","1 Richmond St, LAWRENCE NSW 2460"
"85577","Coopernook Service Station","104 George Gibson Drive, COOPERNOOK NSW 2426"
"85644","ACCESS FUELS TUNCURRY","86 Manning St, TUNCURRY NSW 2428"
"85901","Independent Rainbow Flat","Godfrey Hill Road, Rainbow Flat NSW 2430"
"87463","Caltex Bondi North","321 OLD SOUTH HEAD RD, NORTH BONDI NSW 2026"
"87859","Caltex Iluka","42 SPENSER ST, ILUKA NSW 2466"
"87982","Independent Broken Hill","75 Gypsum St, Broken Hill NSW 2880"
"88200","Independent Mullumbimby","2 Argyle Street, Mullumbimby NSW 2482"
"89245","Long Flat Shop","5019 Oxley Hwy, Long Flat NSW 2446"
"89311","Caltex Moama Diesel Stop","21 NEIL ST, MOAMA NSW 2731"
"89627","Independent Dungog","160-168 Dowling St, Dungog NSW 2420"
"90423","Metro Fuel Tura Beach","487 Sapphire Coast Drive, TURA BEACH NSW 2548"
"94031","BP Nemingha","464-468 Armidale Rd, NEMINGHA NSW 2340"
"94384","Woodham Petroleum Services Carinda","18 Colin Street, CARINDA NSW 2831"
"94386","Collarenebri","36-40 Wilson St, COLLARENEBRI NSW 2833"
"94388","Independent Burren Junction","Junction City Hotel 63 Slacksmith St, BURREN JUNCTION NSW 2386"
"94429","Shell Suffolk Park","207 Broken Head Road, Suffolk Park NSW 2481"
"95016","Liberty Moorland","99 Jericho Road, Moorland NSW 2443"
"95229","Biti Motors","35 Balfour St, Culcairn NSW 2660"
"95429","Shell Lennox Head","44-48 Byron St, Lennox Head NSW 2478"
"96001","CULCAIRN TAKEAWAY & FUEL","2883 Olympic Hwy, CULCAIRN NSW 2660"
"96409","Independent Boorowa","84-86 Marsden Street, Boorowa NSW 2586"
"97882","BP South Hurstville","63 CONNELLS POINT RD, SOUTH HURSTVILLE NSW 2221"
"98322","Aberdare Petroleum","81 Aberdare Rd, ABERDARE NSW 2325"
"98385","Metro Petroleum Goolgowi","18-20 Zara St, GOOLGOWI NSW 2652"
"98666","Independent Candelo","40 William St, Candelo NSW 2550"
"98971","Independent Woodenbong","25-27 Unumgar Street, Woodenbong NSW 2476"
"100060","Caltex Bombala","159-161 MAYBE ST, BOMBALA NSW 2632"
"101069","Independent Glen Innes","94-96 Church Street, Glen Innes NSW 2370"
"102119","Cooranbong Petroleum","435 FREEMANS DR, COORANBONG NSW 2265"
"103578","Independent Coonabarabran","52 Charles St, COONABARABRAN NSW 2357"
"104419","TASCO Cootamundra Hovell St","30 Hovell Street, COOTAMUNDRA NSW 2590"
"104518","Independent Stuarts point","16 Marine Parade, STUARTS POINT NSW 2441"
"104566","Metro Petroleum Appin","34 APPIN RD, APPIN NSW 2560"
"110004","Emmdale Roadhouse","15891 Barrier Highway, COBAR NSW 2835"
"110624","Caltex Batehaven","264 Beach Rd, BATEHAVEN NSW 2536"
"110672","Liberty Cullendulla","11191 Princes Highway, BENANDARAH NSW 2536"
"111489","BP Balranald (Self Service)","94 Sturt Highway, BALRANALD NSW 2715"
"111649","Independent Kulnura","1154 George Downes Dr, KULNURA NSW 2250"
"114256","Independent Glen Innes","202 Bourke St, Glen Innes NSW 2370"
"115013","Independent Urana","48 William Street, Urana NSW 2645"
"116404","TASCO Broken Hill Kanandah Rd","5 Kanandah Road, Broken Hill NSW 2880"
"116656","TASCO Broken Hill Patton St","84 Patton Street, Broken Hill NSW 2880"
"117407","Caltex Gunnedah","21 ABBOTT ST, GUNNEDAH NSW 2380"
"117546","Independent Broken Hill","90 Patton Street, Broken Hill NSW 2880"
"117778","Caltex Nemingha","428 Armidale Road, NEMINGHA NSW 2340"
"117854","Metro Hurlstone Park","13-19 CANTERBURY RD, CANTERBURY NSW 2193"
"117893","Aberdare Fuel & Lotto","68 Aberdare Road, Aberdare NSW 2325"
"118275","Lowes Mount Thorley","74 Mount Thorley Road, Mount Thorley NSW 2330"
"118512","Shell Xroads Cranebrook","1-21 CRANEBROOK RD, CRANEBROOK NSW 2749"
"118869","Independent Finley","Tongs Street, Finley NSW 2713"
"119459","Shell Deniliquin","375 Cressy St, Deniliquin NSW 2710"
"121628","Westside Toukley","356 MAIN RD, TOUKLEY NSW 2263"
"122527","Independent Delegate","77 Bombala Street, Delegate NSW 2633"
"124245","DENI PETROLEUM","90 DAVIDSON ST, DENILIQUIN NSW 2710"
"126886","BP Bermagui","8 Wallaga Lake Road, Bermagui NSW 2546"
"129154","BP Bourke","23-25 Mooculta Street, Bourke NSW 2840"
"131657","Mobil Appin","136 APPIN RD, APPIN NSW 2560"
"132198","St Marys","61-63 CHRISTIE ST, ST MARYS NSW 2760"
"132916","Kiah General store","4 Kiah Store Road, KIAH NSW 2551"
"133147","Caltex Yamba","22 TREELANDS DR, YAMBA NSW 2464"
"138290","METRO PETROLEUM BETHUNGRA","54 BAYLIS ST, BETHUNGRA NSW 2590"
"143680","BP Lake Cargelligo","44 Foster St, Lake Cargelligo NSW 2672"
"148450","Mobil Coolac","518 COOLAC RD, COOLAC NSW 2727"
"149044","South Kempsey Local Servo","22 CARRI ST, SOUTH KEMPSEY NSW 2440"
"149249","Enhance Freshwater","46 ALBERT ST, FRESHWATER NSW 2096"
"153311","BP Oberon Truckstop","24 ALBION ST, OBERON NSW 2787"
